Stkcd,Trddt,Opnprc,Hiprc,Loprc,Clsprc,Dnshrtrd,Dnvaltrd,Dsmvosd,Dsmvtll,Dretwd,Dretnd,Adjprcwd,Adjprcnd,Markettype,Capchgdt,Trdsta,Ahshrtrd_D,Ahvaltrd_D,PreClosePrice,ChangeRatio
1,2018/9/5,10.3,10.33,10.05,10.05,117945317,1202345698,172560980.1,172562634.2,-0.036433,-0.036433,1042.691276,832.503281,4,2018/5/21,1,,,10.43,-0.036433
1,2018/9/6,10.05,10.14,9.95,9.97,71177755,713975749,171187360.3,171189001.3,-0.00796,-0.00796,1034.391246,825.876389,4,2018/5/21,1,,,10.05,-0.00796
1,2018/9/7,10.04,10.18,9.93,10.01,80903534,815151723,171874170.2,171875817.8,0.004012,0.004012,1038.541261,829.189835,4,2018/5/21,1,,,9.97,0.004012
1,2018/9/10,10.01,10.07,9.84,9.88,63698929,631174169.9,169642038.1,169643664.3,-0.012987,-0.012987,1025.053712,818.421136,4,2018/5/21,1,,,10.01,-0.012987
1,2018/9/11,9.9,10.03,9.81,9.91,71296751,707337570.1,170157145.5,170158776.6,0.003036,0.003036,1028.166223,820.90622,4,2018/5/21,1,,,9.88,0.003036
1,2018/9/12,9.87,9.97,9.82,9.88,56482916,558399563.2,169642038.1,169643664.3,-0.003027,-0.003027,1025.053712,818.421136,4,2018/5/21,1,,,9.91,-0.003027
1,2018/9/13,10.09,10.1,9.84,9.96,99972561,993389970.4,171015657.9,171017297.2,0.008097,0.008097,1033.353742,825.048028,4,2018/5/21,1,,,9.88,0.008097
1,2018/9/14,9.98,9.98,9.81,9.84,61975019,611422480.2,168955228.3,168956847.8,-0.012048,-0.012048,1020.903697,815.10769,4,2018/5/21,1,,,9.96,-0.012048
1,2018/9/17,9.8,9.8,9.68,9.69,51708233,502609643.6,166379691.2,166381286.1,-0.015244,-0.015244,1005.341141,802.682268,4,2018/5/21,1,,,9.84,-0.015244
1,2018/9/18,9.73,10.12,9.7,10.08,112680742,1120867543,173076087.5,173077746.6,0.040248,0.040248,1045.803788,834.988365,4,2018/5/21,1,,,9.69,0.040248
1,2018/9/19,10.03,10.34,10.03,10.24,123154877,1257191506,175823327,175825012.4,0.015873,0.015873,1062.403848,848.242149,4,2018/5/21,1,,,10.08,0.015873
1,2018/9/20,10.27,10.36,10.19,10.23,62034836,636742814.2,175651624.5,175653308.3,-0.000977,-0.000977,1061.366344,847.413788,4,2018/5/21,1,,,10.24,-0.000977
1,2018/9/21,10.26,10.7,10.18,10.67,162451841,1707850488,183206533.1,183208289.3,0.043011,0.043011,1107.016509,883.861693,4,2018/5/21,1,,,10.23,0.043011
1,2018/9/25,10.52,10.68,10.48,10.55,97701470,1030715785,181146103.5,181147839.9,-0.011246,-0.011246,1094.566464,873.921355,4,2018/5/21,1,,,10.67,-0.011246
1,2018/9/26,10.61,10.92,10.52,10.71,149051343,1600626209,183893342.9,183895105.7,0.015166,0.015166,1111.166524,887.175139,4,2018/5/21,1,,,10.55,0.015166
1,2018/9/27,10.65,10.84,10.57,10.74,88036333,942200398.6,184408450.3,184410218.1,0.002801,0.002801,1114.279035,889.660223,4,2018/5/21,1,,,10.71,0.002801
1,2018/9/28,10.78,11.27,10.78,11.05,211024267,2331358289,189731226.8,189733045.6,0.028864,0.028864,1146.441651,915.339429,4,2018/5/21,1,,,10.74,0.028864
1,2018/10/8,10.7,10.79,10.45,10.45,168635852,1793455283,179429078.8,179430798.8,-0.054299,-0.054299,1084.191426,865.637741,4,2018/5/21,1,,,11.05,-0.054299
1,2018/10/9,10.46,10.7,10.39,10.56,106408426,1117946551,181317805.9,181319544,0.010526,0.010526,1095.603967,874.749717,4,2018/5/21,1,,,10.45,0.010526
1,2018/10/10,10.54,10.66,10.38,10.45,99520008,1045666181,179429078.8,179430798.8,-0.010417,-0.010417,1084.191426,865.637741,4,2018/5/21,1,,,10.56,-0.010417
1,2018/10/11,10.05,10.16,9.7,9.86,199514383,1994186612,169298633.2,169300256.1,-0.056459,-0.056459,1022.978704,816.764414,4,2018/5/21,1,,,10.45,-0.056459
1,2018/10/12,9.97,10.34,9.87,10.3,151681028,1532651400,176853541.8,176855237.1,0.044625,0.044625,1068.628869,853.212319,4,2018/5/21,1,,,9.86,0.044625
1,2018/10/15,10.39,10.47,10.09,10.11,140268530,1443043059,173591194.9,173592858.9,-0.018447,-0.018447,1048.916298,837.473451,4,2018/5/21,1,,,10.3,-0.018447
1,2018/10/16,10.14,10.54,10.12,10.37,139692105,1450020371,178055459,178057165.9,0.025717,0.025717,1075.891396,859.010849,4,2018/5/21,1,,,10.11,0.025717
1,2018/10/17,10.5,10.55,10.14,10.33,135088983,1400306336,177368649.2,177370349.4,-0.003857,-0.003857,1071.741381,855.697403,4,2018/5/21,1,,,10.37,-0.003857
1,2018/10/18,10.29,10.29,10.06,10.09,100115605,1015654822,173247789.9,173249450.7,-0.023233,-0.023233,1046.841291,835.816728,4,2018/5/21,1,,,10.33,-0.023233
1,2018/10/19,9.95,10.78,9.92,10.76,208366732,2173571255,184751855.3,184753626.3,0.066402,0.066402,1116.354043,891.316947,4,2018/5/21,1,,,10.09,0.066402
1,2018/10/22,10.81,11.46,10.78,11.15,264554312,2932714471,191448251.5,191450086.7,0.036245,0.036245,1156.81669,923.623045,4,2018/5/21,1,,,10.76,0.036245
1,2018/10/23,11.2,11.22,10.73,10.84,160254592,1759265959,186125475,186127259.2,-0.027803,-0.027803,1124.654073,897.943839,4,2018/5/21,1,,,11.15,-0.027803
1,2018/10/24,10.9,11.33,10.8,11.04,182942464,2026171912,189559524.4,189561341.5,0.01845,0.01845,1145.404148,914.511069,4,2018/5/21,1,,,10.84,0.01845
1,2018/10/25,10.8,11.29,10.71,11.29,168501136,1855823739,193852086.1,193853944.3,0.022645,0.022645,1171.341742,935.220106,4,2018/5/21,1,,,11.04,0.022645
1,2018/10/26,11.29,11.31,10.96,11.18,129997510,1448843512,191963358.9,191965199.1,-0.009743,-0.009743,1159.929201,926.10813,4,2018/5/21,1,,,11.29,-0.009743
1,2018/10/29,11.2,11.24,10.62,10.75,159162878,1725932498,184580152.8,184581922.2,-0.038462,-0.038462,1115.316539,890.488587,4,2018/5/21,1,,,11.18,-0.038462
1,2018/10/30,10.78,11.08,10.73,10.9,150182786,1641371787,187155689.8,187157483.9,0.013953,0.013953,1130.879095,902.914009,4,2018/5/21,1,,,10.75,0.013953
1,2018/10/31,10.95,10.99,10.75,10.91,115268379,1252156776,187327392.3,187329188,0.000917,0.000917,1131.916599,903.74237,4,2018/5/21,1,,,10.9,0.000917
1,2018/11/1,10.99,11.05,10.76,10.83,154277632,1679443450,185953772.6,185955555.1,-0.007333,-0.007333,1123.616569,897.115478,4,2018/5/21,1,,,10.91,-0.007333
1,2018/11/2,11.04,11.16,10.83,11.09,221292287,2439179136,190418036.7,190419862.1,0.024007,0.024007,1150.591667,918.652876,4,2018/5/21,1,,,10.83,0.024007
1,2018/11/5,10.95,11.04,10.82,10.92,129192417,1409457171,187499094.8,187500892.1,-0.015329,-0.015329,1132.954103,904.570731,4,2018/5/21,1,,,11.09,-0.015329
1,2018/11/6,10.87,10.93,10.73,10.84,73572574,795322638.3,186125475,186127259.2,-0.007326,-0.007326,1124.654073,897.943839,4,2018/5/21,1,,,10.92,-0.007326
1,2018/11/7,10.83,10.95,10.75,10.81,78559741,851487053.9,185610367.6,185612146.9,-0.002768,-0.002768,1121.541562,895.458755,4,2018/5/21,1,,,10.84,-0.002768
1,2018/11/8,10.88,10.97,10.82,10.89,79397600,864744243,186983987.4,186985779.8,0.007401,0.007401,1129.841592,902.085647,4,2018/5/21,1,,,10.81,0.007401
1,2018/11/9,10.71,10.73,10.4,10.55,162926917,1716198383,181146103.5,181147839.9,-0.031221,-0.031221,1094.566464,873.921357,4,2018/5/21,1,,,10.89,-0.031221
1,2018/11/12,10.46,10.58,10.38,10.56,92033388,965756504.4,181317805.9,181319544,0.000948,0.000948,1095.603968,874.749718,4,2018/5/21,1,,,10.55,0.000948
1,2018/11/13,10.41,10.65,10.38,10.54,107249762,1126736143,180974401,180976135.8,-0.001894,-0.001894,1093.52896,873.092995,4,2018/5/21,1,,,10.56,-0.001894
1,2018/11/14,10.53,10.55,10.42,10.44,77423985,810357748.2,179257376.3,179259094.7,-0.009488,-0.009488,1083.153922,864.80938,4,2018/5/21,1,,,10.54,-0.009488
1,2018/11/15,10.44,10.64,10.42,10.62,90146198,949991801.2,182348020.7,182349768.7,0.017241,0.017241,1101.82899,879.719887,4,2018/5/21,1,,,10.44,0.017241
1,2018/11/16,10.61,10.72,10.49,10.57,105959259,1123173219,181489508.4,181491248.1,-0.004708,-0.004708,1096.641471,875.57808,4,2018/5/21,1,,,10.62,-0.004708
1,2018/11/19,10.57,10.88,10.57,10.85,136088709,1466899417,186297177.5,186298963.3,0.02649,0.02649,1125.691576,898.772201,4,2018/5/21,1,,,10.57,0.02649
1,2018/11/20,10.75,10.8,10.52,10.57,103387753,1099654683,181489508.4,181491248.1,-0.025806,-0.025806,1096.641471,875.57808,4,2018/5/21,1,,,10.85,-0.025806
1,2018/11/21,10.5,10.67,10.48,10.61,66615733,705638355.2,182176318.3,182178064.6,0.003784,0.003784,1100.791486,878.891526,4,2018/5/21,1,,,10.57,0.003784
1,2018/11/22,10.67,10.67,10.48,10.55,50026785,527103281.2,181146103.5,181147839.9,-0.005655,-0.005655,1094.566463,873.921357,4,2018/5/21,1,,,10.61,-0.005655
1,2018/11/23,10.53,10.58,10.31,10.32,70035815,730667665.4,177196946.7,177198645.3,-0.021801,-0.021801,1070.703877,854.869043,4,2018/5/21,1,,,10.55,-0.021801
1,2018/11/26,10.34,10.46,10.3,10.34,51656911,535963342.9,177540351.6,177542053.5,0.001938,0.001938,1072.778885,856.525766,4,2018/5/21,1,,,10.32,0.001938
1,2018/11/27,10.35,10.39,10.16,10.18,73344838,752824120.3,174793112.2,174794787.7,-0.015474,-0.015474,1056.178825,843.271982,4,2018/5/21,1,,,10.34,-0.015474
1,2018/11/28,10.17,10.31,10.16,10.28,53775145,550820246.7,176510136.8,176511828.8,0.009823,0.009823,1066.553863,851.555597,4,2018/5/21,1,,,10.18,0.009823
1,2018/11/29,10.35,10.39,10.19,10.2,48528405,499068827,175136517.1,175138195.9,-0.007782,-0.007782,1058.253833,844.928705,4,2018/5/21,1,,,10.28,-0.007782
1,2018/11/30,10.22,10.36,10.17,10.36,59471532,610571532.6,177883756.6,177885461.8,0.015686,0.015686,1074.853893,858.182489,4,2018/5/21,1,,,10.2,0.015686
1,2018/12/3,10.59,10.66,10.47,10.59,106409717,1126374830,181832913.3,181834656.4,0.022201,0.022201,1098.716479,877.234803,4,2018/5/21,1,,,10.36,0.022201
1,2018/12/4,10.57,10.62,10.53,10.59,53481305,565743744.9,181832913.3,181834656.4,0,0,1098.716479,877.234803,4,2018/5/21,1,,,10.59,0
1,2018/12/5,10.49,10.51,10.4,10.45,58154527,608133290.3,179429078.8,179430798.8,-0.01322,-0.01322,1084.191426,865.637742,4,2018/5/21,1,,,10.59,-0.01322
1,2018/12/6,10.36,10.37,10.23,10.25,57886648,594649683,175995029.4,175996716.5,-0.019139,-0.019139,1063.441351,849.070512,4,2018/5/21,1,,,10.45,-0.019139
1,2018/12/7,10.3,10.39,10.27,10.28,34021615,351101370.4,176510136.8,176511828.8,0.002927,0.002927,1066.553862,851.555596,4,2018/5/21,1,,,10.25,0.002927
1,2018/12/10,10.22,10.27,10.13,10.17,49481887,504040654,174621409.7,174623083.6,-0.0107,-0.0107,1055.141321,842.44362,4,2018/5/21,1,,,10.28,-0.0107
1,2018/12/11,10.21,10.26,10.17,10.23,29908962,305389210.5,175651624.5,175653308.3,0.0059,0.0059,1061.366344,847.413789,4,2018/5/21,1,,,10.17,0.0059
1,2018/12/12,10.3,10.32,10.2,10.24,36637903,375402863.9,175823327,175825012.4,0.000978,0.000978,1062.403848,848.24215,4,2018/5/21,1,,,10.23,0.000978
1,2018/12/13,10.25,10.48,10.2,10.39,79084521,819920689.2,178398864,178400574.1,0.014648,0.014648,1077.966404,860.667572,4,2018/5/21,1,,,10.24,0.014648
1,2018/12/14,10.34,10.35,10.16,10.17,52667513,539263012.1,174621409.7,174623083.6,-0.021174,-0.021174,1055.141321,842.44362,4,2018/5/21,1,,,10.39,-0.021174
1,2018/12/17,10.16,10.33,10.1,10.29,57127487,584679512.2,176681839.3,176683533,0.011799,0.011799,1067.591366,852.383958,4,2018/5/21,1,,,10.17,0.011799
1,2018/12/18,10.2,10.32,10.1,10.12,53774430,547157562.8,173762897.3,173764563,-0.016521,-0.016521,1049.953802,838.301813,4,2018/5/21,1,,,10.29,-0.016521
1,2018/12/19,10.14,10.18,9.9,9.94,59800701,600090171.2,170672252.9,170673889,-0.017787,-0.017787,1031.278734,823.391306,4,2018/5/21,1,,,10.12,-0.017787
1,2018/12/20,9.92,9.97,9.63,9.71,99028479,964202861.1,166723096.2,166724694.4,-0.023139,-0.023139,1007.416148,804.338992,4,2018/5/21,1,,,9.94,-0.023139
1,2018/12/21,9.68,9.7,9.33,9.45,100061676,944460332.4,162258832,162260387.4,-0.026777,-0.026777,980.44105,782.801594,4,2018/5/21,1,,,9.71,-0.026777
1,2018/12/24,9.4,9.45,9.31,9.42,50911767,477186904.8,161743724.6,161745275.1,-0.003175,-0.003175,977.328539,780.31651,4,2018/5/21,1,,,9.45,-0.003175
1,2018/12/25,9.29,9.43,9.21,9.34,58661545,545235607.9,160370104.9,160371642.2,-0.008493,-0.008493,969.028509,773.689618,4,2018/5/21,1,,,9.42,-0.008493
1,2018/12/26,9.35,9.42,9.27,9.3,42114060,393215141,159683295,159684825.7,-0.004283,-0.004283,964.878494,770.376172,4,2018/5/21,1,,,9.34,-0.004283
1,2018/12/27,9.45,9.49,9.28,9.28,62459327,586343755,159339890.1,159341417.5,-0.002151,-0.002151,962.803487,768.719449,4,2018/5/21,1,,,9.3,-0.002151
1,2018/12/28,9.31,9.46,9.31,9.38,57660400,541571004.8,161056914.7,161058458.6,0.010776,0.010776,973.178525,777.003064,4,2018/5/21,1,,,9.28,0.010776
1,2019/1/2,9.39,9.42,9.16,9.19,53938632,498695109.7,157794567.8,157796080.5,-0.020256,-0.020256,953.465954,761.264196,4,2018/5/21,1,,,9.38,-0.020256
1,2019/1/3,9.18,9.33,9.15,9.28,41553795,384457707.9,159339890.1,159341417.5,0.009793,0.009793,962.803488,768.719449,4,2018/5/21,1,,,9.19,0.009793
1,2019/1/4,9.24,9.82,9.22,9.75,148115906,1422149888,167409906,167411510.8,0.050647,0.050647,1011.566165,807.652438,4,2018/5/21,1,,,9.28,0.050647
1,2019/1/7,9.84,9.85,9.63,9.74,86568766,841166430.7,167238203.6,167239806.7,-0.001026,-0.001026,1010.528661,806.824077,4,2018/5/21,1,,,9.75,-0.001026
1,2019/1/8,9.73,9.74,9.62,9.66,40238811,389247795.7,165864583.8,165866173.8,-0.008214,-0.008214,1002.228631,800.197185,4,2018/5/21,1,,,9.74,-0.008214
1,2019/1/9,9.74,10.08,9.7,9.94,123348636,1229465117,170672252.9,170673889,0.028986,0.028986,1031.278736,823.391306,4,2018/5/21,1,,,9.66,0.028986
1,2019/1/10,9.87,10.2,9.86,10.1,107181766,1079711036,173419492.4,173421154.8,0.016097,0.016097,1047.878796,836.64509,4,2018/5/21,1,,,9.94,0.016097
1,2019/1/11,10.11,10.22,10.05,10.2,69636455,708001802.2,175136517.1,175138195.9,0.009901,0.009901,1058.253834,844.928705,4,2018/5/21,1,,,10.1,0.009901
1,2019/1/14,10.22,10.25,10.07,10.11,50044359,507862882.2,173591194.9,173592858.9,-0.008824,-0.008824,1048.9163,837.473452,4,2018/5/21,1,,,10.2,-0.008824
1,2019/1/15,10.11,10.28,10.09,10.24,54216055,553027309.6,175823327,175825012.4,0.012859,0.012859,1062.403849,848.242151,4,2018/5/21,1,,,10.11,0.012859
1,2019/1/16,10.24,10.5,10.23,10.48,97769937,1017495116,179944186.2,179945911.1,0.023438,0.023438,1087.303939,868.122826,4,2018/5/21,1,,,10.24,0.023438
1,2019/1/17,10.54,10.57,10.17,10.25,88281192,910212066.3,175995029.4,175996716.5,-0.021947,-0.021947,1063.441353,849.070512,4,2018/5/21,1,,,10.48,-0.021947
1,2019/1/18,10.34,10.49,10.28,10.43,73879326,769973638,179085673.8,179087390.6,0.017561,0.017561,1082.116421,863.981019,4,2018/5/21,1,,,10.25,0.017561
1,2019/1/21,10.34,10.47,10.32,10.34,65935576,684465646.2,177540351.6,177542053.5,-0.008629,-0.008629,1072.778887,856.525766,4,2018/5/21,1,,,10.43,-0.008629
1,2019/1/22,10.34,10.44,10.26,10.28,42441357,438991450.4,176510136.8,176511828.8,-0.005803,-0.005803,1066.553864,851.555597,4,2018/5/21,1,,,10.34,-0.005803
1,2019/1/23,10.29,10.47,10.29,10.35,53787663,559384396.3,177712054.1,177713757.6,0.006809,0.006809,1073.81639,857.354127,4,2018/5/21,1,,,10.28,0.006809
1,2019/1/24,10.4,10.55,10.37,10.52,67924088,711495718.2,180630996.1,180632727.6,0.016425,0.016425,1091.453954,871.436272,4,2018/5/21,1,,,10.35,0.016425
1,2019/1/25,10.56,11.04,10.55,11,210836185,2299718225,188872714.5,188874525,0.045627,0.045627,1141.254134,911.197623,4,2018/5/21,1,,,10.52,0.045627
1,2019/1/28,11.04,11.14,10.88,10.94,103590980,1141853834,187842499.7,187844300.3,-0.005455,-0.005455,1135.029111,906.227454,4,2018/5/21,1,,,11,-0.005455
1,2019/1/29,10.96,11.07,10.77,11,82663110,904847854.1,188872714.5,188874525,0.005484,0.005484,1141.254134,911.197623,4,2018/5/21,1,,,10.94,0.005484
1,2019/1/30,10.95,11.18,10.86,10.95,71200101,785204571.6,188014202.2,188016004.5,-0.004545,-0.004545,1136.066615,907.055816,4,2018/5/21,1,,,11,-0.004545
